pair,date,high,low,open,close,volume
USDT_BTC,1622548800,99.62421780524942,94.64300691498694,96.9881143946016,97.14677810252293,122194005
USDT_BTC,1622545200,100.0995494642728,95.09457199105915,97.4466320699839,98.20693283960773,90812462.85
USDT_BTC,1622541600,101.0166675611193,95.96583418306334,98.77367154704254,98.13342085316121,101992700.9
USDT_BTC,1622538000,103.49352835831881,98.31885194040287,101.05501547378155,100.69714323532979,98565251.35
USDT_BTC,1622534400,99.62384950276423,94.64265702762602,97.12928300704397,97.77413318708768,210515123.7
USDT_BTC,1622530800,98.33306272467287,93.41640958843922,96.29918218079118,96.36491703496036,100313042.7
USDT_BTC,1622527200,99.23802322943112,94.27612206795956,96.72402953688571,96.65722402719629,111290611.2
USDT_BTC,1622523600,103.00088609761399,97.85084179273328,100.10717416713415,100.8966008544756,96537837.28
USDT_BTC,1622520000,102.64134884969802,97.50928140721311,99.42246002179574,100.18728436475125,64976976.77
USDT_BTC,1622516400,99.55901689976251,94.58106605477438,97.66054666781685,97.18527247966779,116905766.8
USDT_BTC,1622512800,101.69492135233916,96.6101752847222,98.98493797483586,99.40601866015771,113551230.2
USDT_BTC,1622509200,96.28712687547086,91.47277053169731,93.86326331199714,93.63493322376485,118173642.8
USDT_BTC,1622505600,100.86031766264006,95.81730177950804,99.10789698005861,98.85443518536341,196926607.5
USDT_BTC,1622502000,99.14545287493523,94.18818023118847,96.93713720875053,96.46602853647121,98660484.55
USDT_BTC,1622498400,100.98271667178717,95.93358083819781,97.33445065768547,98.58251106178291,86091105.8
USDT_BTC,1622494800,104.07587195257807,98.87207835494917,100.77115534288147,101.16409762643474,54590957.95
USDT_BTC,1622491200,103.78861596000012,98.59918516200011,101.58377062706795,101.90950233930845,62422937.08
USDT_BTC,1622487600,100.04603582815406,95.04373403674636,97.45564469045165,97.97756698455656,72040569.56
USDT_BTC,1622484000,100.66562406981143,95.63234286632085,98.59924658101504,98.483467508182,70542843.95
USDT_BTC,1622480400,99.25757321780048,94.29469455691046,95.6393591009869,96.43965778841425,147660645
